"Temperature (C)","Pressure (kpa)","Cloud Cover (%)","Wind Direction (deg)","Wind Speed (kmh)","Time"
24,1008,0,280,22,"2018-04-12 12:00:00"
22,1007,0,285,21,"2018-04-12 13:00:00"
22,1007,0,289,19,"2018-04-12 14:00:00"
22,1007,0,293,18,"2018-04-12 15:00:00"
20,1007,0,292,16,"2018-04-12 16:00:00"
20,1007,0,291,14,"2018-04-12 17:00:00"
18,1008,0,291,13,"2018-04-12 18:00:00"
18,1008,0,288,10,"2018-04-12 19:00:00"
16,1009,0,286,8,"2018-04-12 20:00:00"
16,1009,0,283,5,"2018-04-12 21:00:00"
16,1009,0,281,6,"2018-04-12 22:00:00"
16,1009,0,279,7,"2018-04-12 23:00:00"
14,1008,0,276,8,"2018-04-13 00:00:00"
14,1008,0,300,7,"2018-04-13 01:00:00"
14,1008,0,324,6,"2018-04-13 02:00:00"
14,1008,0,348,4,"2018-04-13 03:00:00"
14,1009,0,346,5,"2018-04-13 04:00:00"
16,1009,0,344,6,"2018-04-13 05:00:00"
16,1010,0,341,7,"2018-04-13 06:00:00"
18,1010,0,326,7,"2018-04-13 07:00:00"
20,1010,0,310,8,"2018-04-13 08:00:00"
22,1010,0,294,9,"2018-04-13 09:00:00"
24,1010,0,288,12,"2018-04-13 10:00:00"
24,1009,0,282,16,"2018-04-13 11:00:00"
24,1009,0,277,19,"2018-04-13 12:00:00"
24,1008,0,279,19,"2018-04-13 13:00:00"
22,1008,0,281,20,"2018-04-13 14:00:00"
22,1008,0,284,20,"2018-04-13 15:00:00"
20,1008,0,287,18,"2018-04-13 16:00:00"
20,1009,0,291,16,"2018-04-13 17:00:00"
18,1009,0,295,13,"2018-04-13 18:00:00"
18,1010,0,299,10,"2018-04-13 19:00:00"
18,1010,0,302,7,"2018-04-13 20:00:00"
16,1010,0,306,4,"2018-04-13 21:00:00"
16,1010,0,303,5,"2018-04-13 22:00:00"
16,1010,0,299,6,"2018-04-13 23:00:00"
16,1009,0,296,8,"2018-04-14 00:00:00"
16,1009,1,299,7,"2018-04-14 01:00:00"
14,1009,2,303,7,"2018-04-14 02:00:00"
14,1009,3,307,6,"2018-04-14 03:00:00"
16,1010,2,313,6,"2018-04-14 04:00:00"
16,1010,2,320,7,"2018-04-14 05:00:00"
16,1011,2,327,7,"2018-04-14 06:00:00"
18,1011,2,310,8,"2018-04-14 07:00:00"
22,1011,2,292,9,"2018-04-14 08:00:00"
24,1011,2,275,11,"2018-04-14 09:00:00"
24,1010,2,275,14,"2018-04-14 10:00:00"
24,1010,2,275,17,"2018-04-14 11:00:00"
24,1009,2,276,19,"2018-04-14 12:00:00"
24,1009,2,280,18,"2018-04-14 13:00:00"
22,1008,2,285,18,"2018-04-14 14:00:00"
22,1008,2,290,17,"2018-04-14 15:00:00"
20,1008,3,289,15,"2018-04-14 16:00:00"
20,1009,3,288,13,"2018-04-14 17:00:00"
18,1009,3,287,12,"2018-04-14 18:00:00"
18,1010,3,276,9,"2018-04-14 19:00:00"
18,1010,3,265,7,"2018-04-14 20:00:00"
18,1010,3,253,5,"2018-04-14 21:00:00"
16,1010,3,252,5,"2018-04-14 22:00:00"
16,1010,2,250,5,"2018-04-14 23:00:00"
16,1009,1,248,6,"2018-04-15 00:00:00"
16,1009,29,240,5,"2018-04-15 01:00:00"
14,1010,58,233,4,"2018-04-15 02:00:00"
14,1010,86,226,3,"2018-04-15 03:00:00"
16,1010,67,224,3,"2018-04-15 04:00:00"
16,1010,48,222,4,"2018-04-15 05:00:00"
16,1011,29,221,4,"2018-04-15 06:00:00"
18,1011,20,227,6,"2018-04-15 07:00:00"
20,1011,11,233,8,"2018-04-15 08:00:00"
22,1010,2,239,10,"2018-04-15 09:00:00"
24,1010,2,247,14,"2018-04-15 10:00:00"
24,1009,2,255,18,"2018-04-15 11:00:00"
24,1008,2,262,21,"2018-04-15 12:00:00"
22,1008,2,267,20,"2018-04-15 13:00:00"
22,1008,2,271,18,"2018-04-15 14:00:00"
20,1007,3,276,17,"2018-04-15 15:00:00"
20,1007,3,273,15,"2018-04-15 16:00:00"
18,1008,3,271,13,"2018-04-15 17:00:00"
18,1008,3,268,11,"2018-04-15 18:00:00"
18,1008,2,260,9,"2018-04-15 19:00:00"
18,1009,2,252,8,"2018-04-15 20:00:00"
18,1009,2,244,6,"2018-04-15 21:00:00"
16,1008,1,253,7,"2018-04-15 22:00:00"
16,1008,1,262,7,"2018-04-15 23:00:00"
16,1008,0,272,8,"2018-04-16 00:00:00"
16,1008,9,290,7,"2018-04-16 01:00:00"
14,1008,19,308,6,"2018-04-16 02:00:00"
14,1008,28,327,6,"2018-04-16 03:00:00"
16,1008,23,329,6,"2018-04-16 04:00:00"
16,1009,18,332,6,"2018-04-16 05:00:00"
16,1009,12,335,6,"2018-04-16 06:00:00"
18,1009,8,315,7,"2018-04-16 07:00:00"
20,1009,4,296,8,"2018-04-16 08:00:00"
22,1010,0,276,9,"2018-04-16 09:00:00"
22,1009,0,274,13,"2018-04-16 10:00:00"
24,1008,0,271,16,"2018-04-16 11:00:00"
24,1008,0,268,20,"2018-04-16 12:00:00"
24,1007,0,269,19,"2018-04-16 13:00:00"
22,1007,0,270,18,"2018-04-16 14:00:00"
22,1007,0,270,17,"2018-04-16 15:00:00"
20,1007,0,263,15,"2018-04-16 16:00:00"
18,1008,0,256,14,"2018-04-16 17:00:00"
18,1008,0,249,13,"2018-04-16 18:00:00"
18,1008,7,246,11,"2018-04-16 19:00:00"
18,1009,14,243,9,"2018-04-16 20:00:00"
16,1009,22,240,6,"2018-04-16 21:00:00"
16,1009,25,236,6,"2018-04-16 22:00:00"
16,1009,28,233,6,"2018-04-16 23:00:00"
16,1008,31,229,6,"2018-04-17 00:00:00"
16,1008,48,222,5,"2018-04-17 01:00:00"
14,1008,65,215,3,"2018-04-17 02:00:00"
14,1008,82,208,2,"2018-04-17 03:00:00"
16,1009,60,224,2,"2018-04-17 04:00:00"
16,1009,37,241,2,"2018-04-17 05:00:00"
16,1010,15,257,2,"2018-04-17 06:00:00"
18,1010,10,263,5,"2018-04-17 07:00:00"
22,1010,5,269,8,"2018-04-17 08:00:00"
24,1010,0,275,11,"2018-04-17 09:00:00"
24,1010,0,277,14,"2018-04-17 10:00:00"
24,1009,0,279,17,"2018-04-17 11:00:00"
26,1008,0,280,19,"2018-04-17 12:00:00"
24,1008,0,281,19,"2018-04-17 13:00:00"
24,1007,0,282,19,"2018-04-17 14:00:00"
22,1007,0,283,18,"2018-04-17 15:00:00"
20,1007,0,284,17,"2018-04-17 16:00:00"
20,1008,0,284,15,"2018-04-17 17:00:00"
18,1008,0,285,13,"2018-04-17 18:00:00"
18,1009,0,283,11,"2018-04-17 19:00:00"
18,1009,0,282,9,"2018-04-17 20:00:00"
18,1010,0,280,7,"2018-04-17 21:00:00"
18,1009,3,284,6,"2018-04-17 22:00:00"
16,1009,5,287,6,"2018-04-17 23:00:00"
16,1009,8,290,5,"2018-04-18 00:00:00"
16,1009,13,288,4,"2018-04-18 01:00:00"
16,1008,18,286,3,"2018-04-18 02:00:00"
14,1008,23,284,1,"2018-04-18 03:00:00"
16,1009,15,280,2,"2018-04-18 04:00:00"
16,1009,8,276,3,"2018-04-18 05:00:00"
18,1010,0,271,3,"2018-04-18 06:00:00"
20,1010,0,272,6,"2018-04-18 07:00:00"
22,1010,0,272,9,"2018-04-18 08:00:00"
24,1010,0,272,12,"2018-04-18 09:00:00"
24,1010,0,270,15,"2018-04-18 10:00:00"
24,1009,0,268,17,"2018-04-18 11:00:00"
24,1009,0,266,20,"2018-04-18 12:00:00"
24,1008,0,263,20,"2018-04-18 13:00:00"
22,1008,0,260,19,"2018-04-18 14:00:00"
22,1007,0,257,19,"2018-04-18 15:00:00"
20,1008,0,256,17,"2018-04-18 16:00:00"
20,1008,0,255,15,"2018-04-18 17:00:00"
18,1008,0,254,13,"2018-04-18 18:00:00"
18,1009,0,260,11,"2018-04-18 19:00:00"
18,1009,0,266,8,"2018-04-18 20:00:00"
18,1009,0,273,5,"2018-04-18 21:00:00"
16,1009,2,278,6,"2018-04-18 22:00:00"
16,1008,3,283,6,"2018-04-18 23:00:00"
16,1008,5,289,6,"2018-04-19 00:00:00"
16,1008,9,206,4,"2018-04-19 01:00:00"
16,1008,13,123,3,"2018-04-19 02:00:00"
14,1008,17,40,1,"2018-04-19 03:00:00"
16,1009,12,58,2,"2018-04-19 04:00:00"
16,1009,6,77,2,"2018-04-19 05:00:00"
18,1009,0,96,2,"2018-04-19 06:00:00"
20,1010,0,148,4,"2018-04-19 07:00:00"
22,1010,1,199,7,"2018-04-19 08:00:00"
24,1010,1,251,10,"2018-04-19 09:00:00"
24,1010,2,255,14,"2018-04-19 10:00:00"
24,1009,2,260,17,"2018-04-19 11:00:00"
26,1009,2,264,21,"2018-04-19 12:00:00"
24,1008,2,262,18,"2018-04-19 13:00:00"
24,1008,2,260,15,"2018-04-19 14:00:00"
24,1007,1,259,12,"2018-04-19 15:00:00"
22,1008,1,260,12,"2018-04-19 16:00:00"
20,1008,0,260,11,"2018-04-19 17:00:00"
20,1009,0,261,11,"2018-04-19 18:00:00"
18,1009,0,261,9,"2018-04-19 19:00:00"
18,1009,0,261,6,"2018-04-19 20:00:00"
18,1010,0,261,4,"2018-04-19 21:00:00"
18,1009,0,270,6,"2018-04-19 22:00:00"
18,1009,0,279,7,"2018-04-19 23:00:00"
16,1008,0,289,8,"2018-04-20 00:00:00"
16,1009,1,288,6,"2018-04-20 01:00:00"
16,1009,2,288,4,"2018-04-20 02:00:00"
14,1009,4,287,2,"2018-04-20 03:00:00"
16,1009,3,250,3,"2018-04-20 04:00:00"
16,1010,3,212,3,"2018-04-20 05:00:00"
18,1010,2,175,4,"2018-04-20 06:00:00"
20,1010,1,196,7,"2018-04-20 07:00:00"
22,1010,1,216,9,"2018-04-20 08:00:00"
24,1010,0,237,12,"2018-04-20 09:00:00"
24,1010,0,246,15,"2018-04-20 10:00:00"
24,1009,0,254,18,"2018-04-20 11:00:00"
24,1008,0,263,21,"2018-04-20 12:00:00"
24,1008,0,269,19,"2018-04-20 13:00:00"
22,1008,0,276,18,"2018-04-20 14:00:00"
22,1007,0,282,17,"2018-04-20 15:00:00"
20,1008,0,281,15,"2018-04-20 16:00:00"
20,1008,0,279,13,"2018-04-20 17:00:00"
18,1009,0,278,11,"2018-04-20 18:00:00"
18,1009,1,277,10,"2018-04-20 19:00:00"
18,1009,2,277,9,"2018-04-20 20:00:00"
16,1010,3,276,8,"2018-04-20 21:00:00"
16,1009,6,282,9,"2018-04-20 22:00:00"
16,1009,9,288,9,"2018-04-20 23:00:00"
16,1009,12,294,10,"2018-04-21 00:00:00"
16,1009,25,306,8,"2018-04-21 01:00:00"
16,1009,39,317,5,"2018-04-21 02:00:00"
16,1009,53,329,3,"2018-04-21 03:00:00"
16,1009,43,278,2,"2018-04-21 04:00:00"
16,1010,33,228,2,"2018-04-21 05:00:00"
18,1010,23,177,2,"2018-04-21 06:00:00"
20,1010,17,195,5,"2018-04-21 07:00:00"
22,1010,11,212,8,"2018-04-21 08:00:00"
24,1010,5,230,11,"2018-04-21 09:00:00"
24,1010,4,240,14,"2018-04-21 10:00:00"
24,1009,4,250,17,"2018-04-21 11:00:00"
24,1009,3,260,21,"2018-04-21 12:00:00"
24,1008,4,262,20,"2018-04-21 13:00:00"
22,1008,5,265,19,"2018-04-21 14:00:00"
22,1008,5,267,18,"2018-04-21 15:00:00"
22,1008,5,268,15,"2018-04-21 16:00:00"
20,1009,5,268,13,"2018-04-21 17:00:00"
20,1009,6,268,11,"2018-04-21 18:00:00"
20,1009,6,273,9,"2018-04-21 19:00:00"
18,1009,6,278,7,"2018-04-21 20:00:00"
18,1010,6,283,5,"2018-04-21 21:00:00"
18,1009,5,291,6,"2018-04-21 22:00:00"
18,1009,4,298,7,"2018-04-21 23:00:00"
18,1009,3,306,8,"2018-04-22 00:00:00"
18,1009,3,307,6,"2018-04-22 01:00:00"
16,1009,3,309,4,"2018-04-22 02:00:00"
16,1009,4,310,2,"2018-04-22 03:00:00"
18,1009,4,294,3,"2018-04-22 04:00:00"
18,1010,4,277,3,"2018-04-22 05:00:00"
20,1010,4,260,4,"2018-04-22 06:00:00"
22,1010,6,254,7,"2018-04-22 07:00:00"
22,1011,7,248,11,"2018-04-22 08:00:00"
24,1011,9,242,15,"2018-04-22 09:00:00"
24,1010,9,247,17,"2018-04-22 10:00:00"
24,1010,9,252,19,"2018-04-22 11:00:00"
24,1009,9,258,21,"2018-04-22 12:00:00"
24,1009,8,261,19,"2018-04-22 13:00:00"
24,1009,8,265,17,"2018-04-22 14:00:00"
22,1008,8,268,15,"2018-04-22 15:00:00"
22,1009,8,268,14,"2018-04-22 16:00:00"
20,1009,7,268,12,"2018-04-22 17:00:00"
20,1010,7,267,11,"2018-04-22 18:00:00"
20,1010,6,252,9,"2018-04-22 19:00:00"
20,1010,5,238,7,"2018-04-22 20:00:00"
18,1011,4,223,5,"2018-04-22 21:00:00"
18,1011,7,217,7,"2018-04-22 22:00:00"
18,1010,11,210,10,"2018-04-22 23:00:00"
18,1010,14,204,12,"2018-04-23 00:00:00"
18,1010,20,200,10,"2018-04-23 01:00:00"
18,1010,27,196,8,"2018-04-23 02:00:00"
18,1010,33,193,6,"2018-04-23 03:00:00"
18,1011,27,199,6,"2018-04-23 04:00:00"
18,1011,21,206,6,"2018-04-23 05:00:00"
18,1011,15,212,6,"2018-04-23 06:00:00"
20,1011,13,231,7,"2018-04-23 07:00:00"
22,1011,10,250,8,"2018-04-23 08:00:00"
24,1011,8,269,8,"2018-04-23 09:00:00"
26,1010,8,269,11,"2018-04-23 10:00:00"
26,1009,7,270,14,"2018-04-23 11:00:00"
26,1008,7,270,17,"2018-04-23 12:00:00"
26,1008,7,271,17,"2018-04-23 13:00:00"
26,1008,7,271,16,"2018-04-23 14:00:00"
24,1007,6,272,16,"2018-04-23 15:00:00"
24,1008,5,273,16,"2018-04-23 16:00:00"
22,1008,5,273,15,"2018-04-23 17:00:00"
20,1009,4,274,15,"2018-04-23 18:00:00"
20,1009,4,282,13,"2018-04-23 19:00:00"
20,1009,3,289,12,"2018-04-23 20:00:00"
18,1009,3,297,10,"2018-04-23 21:00:00"
18,1009,3,302,10,"2018-04-23 22:00:00"
18,1009,3,307,10,"2018-04-23 23:00:00"
18,1009,3,313,10,"2018-04-24 00:00:00"
16,1009,9,212,9,"2018-04-24 01:00:00"
16,1009,15,112,7,"2018-04-24 02:00:00"
16,1009,21,11,6,"2018-04-24 03:00:00"
16,1010,15,11,6,"2018-04-24 04:00:00"
18,1010,9,10,7,"2018-04-24 05:00:00"
18,1010,4,10,7,"2018-04-24 06:00:00"
20,1010,4,105,8,"2018-04-24 07:00:00"
22,1010,4,201,8,"2018-04-24 08:00:00"
24,1010,4,297,9,"2018-04-24 09:00:00"
26,1010,4,294,12,"2018-04-24 10:00:00"
26,1009,4,290,16,"2018-04-24 11:00:00"
26,1008,4,287,19,"2018-04-24 12:00:00"
26,1008,4,285,18,"2018-04-24 13:00:00"
24,1007,5,283,17,"2018-04-24 14:00:00"
24,1007,5,281,16,"2018-04-24 15:00:00"
22,1007,5,279,15,"2018-04-24 16:00:00"
20,1007,4,277,15,"2018-04-24 17:00:00"
20,1008,4,276,14,"2018-04-24 18:00:00"
18,1008,3,284,13,"2018-04-24 19:00:00"
18,1009,1,292,12,"2018-04-24 20:00:00"
18,1009,0,300,11,"2018-04-24 21:00:00"
18,1009,0,309,11,"2018-04-24 22:00:00"
18,1009,0,318,10,"2018-04-24 23:00:00"
16,1008,0,326,10,"2018-04-25 00:00:00"
16,1008,1,219,9,"2018-04-25 01:00:00"
16,1009,1,111,8,"2018-04-25 02:00:00"
16,1009,2,4,6,"2018-04-25 03:00:00"
16,1009,1,4,7,"2018-04-25 04:00:00"
18,1010,1,5,8,"2018-04-25 05:00:00"
18,1010,0,6,9,"2018-04-25 06:00:00"
22,1010,0,102,9,"2018-04-25 07:00:00"
24,1010,0,197,9,"2018-04-25 08:00:00"
26,1009,0,292,8,"2018-04-25 09:00:00"
26,1009,0,292,13,"2018-04-25 10:00:00"
26,1008,0,292,17,"2018-04-25 11:00:00"
26,1007,0,292,22,"2018-04-25 12:00:00"
26,1007,1,297,21,"2018-04-25 13:00:00"
26,1007,1,301,20,"2018-04-25 14:00:00"
24,1006,2,305,20,"2018-04-25 15:00:00"
24,1007,2,305,18,"2018-04-25 16:00:00"
22,1007,3,305,16,"2018-04-25 17:00:00"
22,1008,3,304,14,"2018-04-25 18:00:00"
20,1008,3,308,14,"2018-04-25 19:00:00"
20,1008,3,312,14,"2018-04-25 20:00:00"
20,1009,3,316,14,"2018-04-25 21:00:00"
20,1009,3,321,13,"2018-04-25 22:00:00"
18,1009,3,326,12,"2018-04-25 23:00:00"
18,1008,3,330,12,"2018-04-26 00:00:00"
18,1008,2,290,9,"2018-04-26 01:00:00"
18,1009,2,250,5,"2018-04-26 02:00:00"
18,1009,1,209,2,"2018-04-26 03:00:00"
18,1009,2,211,5,"2018-04-26 04:00:00"
20,1010,2,213,7,"2018-04-26 05:00:00"
20,1011,2,215,9,"2018-04-26 06:00:00"
22,1011,2,231,10,"2018-04-26 07:00:00"
24,1011,2,248,11,"2018-04-26 08:00:00"
26,1011,2,264,12,"2018-04-26 09:00:00"
26,1010,2,269,15,"2018-04-26 10:00:00"
26,1009,2,275,19,"2018-04-26 11:00:00"
26,1009,1,280,23,"2018-04-26 12:00:00"
26,1008,1,280,21,"2018-04-26 13:00:00"
24,1008,2,280,18,"2018-04-26 14:00:00"
24,1007,2,279,16,"2018-04-26 15:00:00"
22,1008,2,277,15,"2018-04-26 16:00:00"
22,1008,2,274,13,"2018-04-26 17:00:00"
20,1009,2,272,11,"2018-04-26 18:00:00"
20,1009,2,259,10,"2018-04-26 19:00:00"
20,1009,1,246,8,"2018-04-26 20:00:00"
18,1010,0,233,6,"2018-04-26 21:00:00"
18,1009,0,230,7,"2018-04-26 22:00:00"
18,1009,0,228,8,"2018-04-26 23:00:00"
18,1009,0,225,8,"2018-04-27 00:00:00"
18,1010,14,212,10,"2018-04-27 01:00:00"
18,1010,28,199,12,"2018-04-27 02:00:00"
18,1010,42,185,14,"2018-04-27 03:00:00"
18,1010,33,185,14,"2018-04-27 04:00:00"
18,1011,24,184,14,"2018-04-27 05:00:00"
18,1011,16,184,14,"2018-04-27 06:00:00"
20,1011,11,203,13,"2018-04-27 07:00:00"
22,1011,7,223,11,"2018-04-27 08:00:00"
24,1011,2,243,10,"2018-04-27 09:00:00"
26,1010,2,252,12,"2018-04-27 10:00:00"
26,1009,2,260,15,"2018-04-27 11:00:00"
26,1008,2,269,17,"2018-04-27 12:00:00"
26,1007,1,277,17,"2018-04-27 13:00:00"
24,1007,1,284,16,"2018-04-27 14:00:00"
24,1006,0,292,16,"2018-04-27 15:00:00"
22,1007,1,292,14,"2018-04-27 16:00:00"
22,1007,2,292,13,"2018-04-27 17:00:00"
20,1007,3,292,11,"2018-04-27 18:00:00"
20,1008,2,274,9,"2018-04-27 19:00:00"
20,1008,1,257,8,"2018-04-27 20:00:00"
20,1009,0,239,6,"2018-04-27 21:00:00"
18,1009,0,237,7,"2018-04-27 22:00:00"
18,1008,1,234,8,"2018-04-27 23:00:00"
18,1008,1,231,9,"2018-04-28 00:00:00"
18,1008,22,220,9,"2018-04-28 01:00:00"
16,1009,42,209,9,"2018-04-28 02:00:00"
16,1009,62,199,9,"2018-04-28 03:00:00"
18,1010,47,201,9,"2018-04-28 04:00:00"
18,1010,31,203,10,"2018-04-28 05:00:00"
18,1010,15,205,10,"2018-04-28 06:00:00"
20,1010,10,218,11,"2018-04-28 07:00:00"
22,1010,5,231,11,"2018-04-28 08:00:00"
24,1010,0,244,12,"2018-04-28 09:00:00"
24,1010,0,254,13,"2018-04-28 10:00:00"
26,1009,0,264,15,"2018-04-28 11:00:00"
26,1008,0,274,17,"2018-04-28 12:00:00"
24,1008,1,269,16,"2018-04-28 13:00:00"
24,1008,1,263,16,"2018-04-28 14:00:00"
22,1007,2,257,16,"2018-04-28 15:00:00"
22,1008,2,248,15,"2018-04-28 16:00:00"
20,1008,2,238,13,"2018-04-28 17:00:00"
20,1008,2,229,12,"2018-04-28 18:00:00"
20,1009,1,245,10,"2018-04-28 19:00:00"
20,1009,1,262,9,"2018-04-28 20:00:00"
18,1009,0,278,7,"2018-04-28 21:00:00"
18,1009,0,276,6,"2018-04-28 22:00:00"
18,1008,0,274,5,"2018-04-28 23:00:00"
18,1008,0,273,5,"2018-04-29 00:00:00"
18,1008,1,261,4,"2018-04-29 01:00:00"
18,1008,2,249,4,"2018-04-29 02:00:00"
16,1008,3,237,4,"2018-04-29 03:00:00"
18,1009,3,231,4,"2018-04-29 04:00:00"
18,1009,3,226,5,"2018-04-29 05:00:00"
20,1010,3,220,6,"2018-04-29 06:00:00"
20,1010,3,229,8,"2018-04-29 07:00:00"
22,1010,2,237,10,"2018-04-29 08:00:00"
24,1010,2,245,12,"2018-04-29 09:00:00"
24,1009,2,252,14,"2018-04-29 10:00:00"
24,1008,2,259,16,"2018-04-29 11:00:00"
24,1008,2,267,18,"2018-04-29 12:00:00"
24,1007,2,274,17,"2018-04-29 13:00:00"
24,1007,2,281,16,"2018-04-29 14:00:00"
22,1007,2,288,15,"2018-04-29 15:00:00"
22,1007,2,285,15,"2018-04-29 16:00:00"
20,1007,2,281,14,"2018-04-29 17:00:00"
20,1007,2,278,13,"2018-04-29 18:00:00"
20,1008,2,273,11,"2018-04-29 19:00:00"
20,1008,2,269,10,"2018-04-29 20:00:00"
18,1009,2,265,8,"2018-04-29 21:00:00"
18,1009,9,263,8,"2018-04-29 22:00:00"
18,1008,17,262,8,"2018-04-29 23:00:00"
18,1008,24,261,8,"2018-04-30 00:00:00"
18,1008,41,250,7,"2018-04-30 01:00:00"
18,1009,58,239,6,"2018-04-30 02:00:00"
18,1009,75,228,5,"2018-04-30 03:00:00"
18,1009,60,226,5,"2018-04-30 04:00:00"
18,1010,44,225,6,"2018-04-30 05:00:00"
18,1011,28,223,6,"2018-04-30 06:00:00"
20,1011,18,233,7,"2018-04-30 07:00:00"
22,1011,9,244,9,"2018-04-30 08:00:00"
24,1010,0,255,10,"2018-04-30 09:00:00"
24,1010,0,258,13,"2018-04-30 10:00:00"
26,1009,0,261,16,"2018-04-30 11:00:00"
26,1008,0,265,19,"2018-04-30 12:00:00"
24,1008,0,267,18,"2018-04-30 13:00:00"
24,1007,0,269,17,"2018-04-30 14:00:00"
24,1007,0,272,17,"2018-04-30 15:00:00"
22,1007,0,268,16,"2018-04-30 16:00:00"
22,1007,0,264,15,"2018-04-30 17:00:00"
20,1008,0,260,14,"2018-04-30 18:00:00"
20,1008,0,265,12,"2018-04-30 19:00:00"
18,1009,0,269,11,"2018-04-30 20:00:00"
18,1010,0,274,10,"2018-04-30 21:00:00"
18,1009,3,276,9,"2018-04-30 22:00:00"
18,1009,7,277,9,"2018-04-30 23:00:00"
18,1008,10,279,9,"2018-05-01 00:00:00"
18,1008,21,284,8,"2018-05-01 01:00:00"
16,1008,32,288,6,"2018-05-01 02:00:00"
16,1008,43,293,5,"2018-05-01 03:00:00"
18,1009,31,283,5,"2018-05-01 04:00:00"
18,1009,20,274,5,"2018-05-01 05:00:00"
18,1010,8,264,4,"2018-05-01 06:00:00"
20,1010,5,258,7,"2018-05-01 07:00:00"
22,1010,3,252,10,"2018-05-01 08:00:00"
24,1010,0,246,12,"2018-05-01 09:00:00"
24,1009,0,252,15,"2018-05-01 10:00:00"
24,1008,0,258,18,"2018-05-01 11:00:00"
24,1008,0,264,20,"2018-05-01 12:00:00"
24,1007,0,267,19,"2018-05-01 13:00:00"
24,1007,0,271,17,"2018-05-01 14:00:00"
24,1006,0,274,15,"2018-05-01 15:00:00"
22,1006,0,271,14,"2018-05-01 16:00:00"
22,1007,0,267,13,"2018-05-01 17:00:00"
20,1007,0,264,12,"2018-05-01 18:00:00"
20,1007,0,277,11,"2018-05-01 19:00:00"
20,1008,0,290,10,"2018-05-01 20:00:00"
18,1008,0,303,9,"2018-05-01 21:00:00"
18,1008,1,307,8,"2018-05-01 22:00:00"
18,1007,1,311,8,"2018-05-01 23:00:00"
18,1007,2,314,7,"2018-05-02 00:00:00"
18,1007,9,316,6,"2018-05-02 01:00:00"
16,1007,15,317,6,"2018-05-02 02:00:00"
16,1007,22,319,5,"2018-05-02 03:00:00"
18,1008,16,322,5,"2018-05-02 04:00:00"
18,1008,9,325,5,"2018-05-02 05:00:00"
18,1008,3,328,6,"2018-05-02 06:00:00"
20,1008,3,315,8,"2018-05-02 07:00:00"
22,1008,3,302,9,"2018-05-02 08:00:00"
24,1009,3,289,11,"2018-05-02 09:00:00"
24,1008,3,286,14,"2018-05-02 10:00:00"
24,1007,2,284,18,"2018-05-02 11:00:00"
26,1006,2,282,21,"2018-05-02 12:00:00"
24,1006,2,285,20,"2018-05-02 13:00:00"
24,1006,3,288,19,"2018-05-02 14:00:00"
22,1005,3,291,18,"2018-05-02 15:00:00"
22,1005,3,287,16,"2018-05-02 16:00:00"
22,1006,4,283,15,"2018-05-02 17:00:00"
20,1006,4,280,13,"2018-05-02 18:00:00"
20,1006,4,277,11,"2018-05-02 19:00:00"
20,1007,4,274,9,"2018-05-02 20:00:00"
18,1007,5,271,7,"2018-05-02 21:00:00"
18,1007,5,267,6,"2018-05-02 22:00:00"
18,1006,5,262,6,"2018-05-02 23:00:00"
18,1006,5,258,6,"2018-05-03 00:00:00"
18,1006,13,245,5,"2018-05-03 01:00:00"
18,1006,21,232,5,"2018-05-03 02:00:00"
16,1006,29,220,5,"2018-05-03 03:00:00"
18,1007,23,231,5,"2018-05-03 04:00:00"
18,1007,16,243,5,"2018-05-03 05:00:00"
20,1008,9,254,5,"2018-05-03 06:00:00"
22,1008,7,263,7,"2018-05-03 07:00:00"
24,1008,5,272,9,"2018-05-03 08:00:00"
26,1008,2,281,11,"2018-05-03 09:00:00"
26,1007,2,282,14,"2018-05-03 10:00:00"
26,1006,2,284,17,"2018-05-03 11:00:00"
28,1006,2,286,20,"2018-05-03 12:00:00"
26,1005,2,287,19,"2018-05-03 13:00:00"
26,1004,3,289,18,"2018-05-03 14:00:00"
26,1004,3,291,18,"2018-05-03 15:00:00"
24,1004,3,287,17,"2018-05-03 16:00:00"
22,1004,3,283,16,"2018-05-03 17:00:00"
20,1005,2,278,15,"2018-05-03 18:00:00"
20,1005,2,256,14,"2018-05-03 19:00:00"
20,1006,1,233,12,"2018-05-03 20:00:00"
20,1007,0,210,11,"2018-05-03 21:00:00"
20,1006,11,206,13,"2018-05-03 22:00:00"
18,1006,22,202,16,"2018-05-03 23:00:00"
18,1006,34,198,18,"2018-05-04 00:00:00"
18,1006,36,202,16,"2018-05-04 01:00:00"
18,1007,38,207,14,"2018-05-04 02:00:00"
18,1007,41,211,12,"2018-05-04 03:00:00"
18,1007,35,209,12,"2018-05-04 04:00:00"
18,1008,30,207,12,"2018-05-04 05:00:00"
20,1008,25,204,12,"2018-05-04 06:00:00"
22,1008,17,213,12,"2018-05-04 07:00:00"
24,1008,10,222,12,"2018-05-04 08:00:00"
26,1008,2,231,13,"2018-05-04 09:00:00"
26,1008,1,236,16,"2018-05-04 10:00:00"
26,1007,1,240,19,"2018-05-04 11:00:00"
26,1006,0,244,22,"2018-05-04 12:00:00"
24,1006,0,247,18,"2018-05-04 13:00:00"
24,1006,0,249,15,"2018-05-04 14:00:00"
24,1006,0,251,11,"2018-05-04 15:00:00"
22,1006,0,249,12,"2018-05-04 16:00:00"
22,1006,0,247,13,"2018-05-04 17:00:00"
20,1006,0,245,14,"2018-05-04 18:00:00"
20,1007,0,244,11,"2018-05-04 19:00:00"
